epoch,epoch_loss,split,loss,acc,sample_fn
0,1.6896254,train,1.0675392,0.5718630979304739,gumbel_soft
0,1.6896254,val,1.0768263,0.5676259412760493,gumbel_soft
0,1.6896254,test,1.0795864,0.5690055636579701,gumbel_soft
1,0.84656906,train,0.6809672,0.7388673654676919,gumbel_soft
1,0.84656906,val,0.6839329,0.742513571887222,gumbel_soft
1,0.84656906,test,0.6930373,0.7318640955004592,gumbel_soft
2,0.5748902,train,0.4671866,0.845627904842442,gumbel_soft
2,0.5748902,val,0.4741645,0.8448426828556418,gumbel_soft
2,0.5748902,test,0.46751782,0.8496732026143791,gumbel_soft
3,0.40980303,train,0.3468578,0.8875297449310704,gumbel_soft
3,0.40980303,val,0.356719,0.8753721323915709,gumbel_soft
3,0.40980303,test,0.3445583,0.8887808566952952,gumbel_soft
4,0.30932882,train,0.26249993,0.9306574367244194,gumbel_soft
4,0.30932882,val,0.279278,0.9157667386609071,gumbel_soft
4,0.30932882,test,0.26364064,0.9310754604872252,gumbel_soft
5,0.24488528,train,0.21377751,0.9355870649701403,gumbel_soft
5,0.24488528,val,0.21771088,0.9334539723308621,gumbel_soft
5,0.24488528,test,0.22603543,0.9294549775833199,gumbel_soft
6,0.19661717,train,0.17282425,0.9527096566959691,gumbel_soft
6,0.19661717,val,0.17340437,0.9556359815539082,gumbel_soft
6,0.19661717,test,0.17889458,0.9491168368173716,gumbel_soft
7,0.1641273,train,0.14483917,0.9596386687381594,gumbel_soft
7,0.1641273,val,0.1378835,0.9698791664234429,gumbel_soft
7,0.1641273,test,0.14209439,0.9637551990493167,gumbel_soft
8,0.14024384,train,0.11834115,0.9738244606580267,gumbel_soft
8,0.14024384,val,0.12011788,0.9712801354270036,gumbel_soft
8,0.14024384,test,0.13235687,0.9669421487603306,gumbel_soft
9,0.11846157,train,0.10389423,0.9738965695818338,gumbel_soft
9,0.11846157,val,0.10223336,0.9767088903158018,gumbel_soft
9,0.11846157,test,0.10506533,0.975908820828607,gumbel_soft
10,0.10274203,train,0.09472397,0.9754174123384924,gumbel_soft
10,0.10274203,val,0.09654828,0.9745490631019789,gumbel_soft
10,0.10274203,test,0.09136911,0.9793118349268082,gumbel_soft
11,0.09078979,train,0.08300036,0.9791801870898805,gumbel_soft
11,0.09078979,val,0.0797366,0.9825462611639717,gumbel_soft
11,0.09078979,test,0.07922308,0.9808783017339167,gumbel_soft
12,0.08232538,train,0.07857369,0.9790228585288469,gumbel_soft
12,0.08232538,val,0.07780495,0.978810343821143,gumbel_soft
12,0.08232538,test,0.07820447,0.9794198671204019,gumbel_soft
13,0.08347751,train,0.08054992,0.9738703481549948,gumbel_soft
13,0.08347751,val,0.0860092,0.9712217617185219,gumbel_soft
13,0.08347751,test,0.067694575,0.9801760924755577,gumbel_soft
14,0.07444055,train,0.06897989,0.9808976905478312,gumbel_soft
14,0.07444055,val,0.07693707,0.976475395481875,gumbel_soft
14,0.07444055,test,0.071736574,0.9790417544428239,gumbel_soft
15,0.06569969,train,0.06382437,0.9822415386733269,gumbel_soft
15,0.06569969,val,0.06842605,0.9806783024925574,gumbel_soft
15,0.06569969,test,0.06936502,0.9775833198293091,gumbel_soft
16,0.06533732,train,0.059601415,0.9825889725789428,gumbel_soft
16,0.06533732,val,0.060032528,0.9827213822894169,gumbel_soft
16,0.06533732,test,0.058090176,0.9829849295089936,gumbel_soft
17,0.064570256,train,0.07512772,0.9724216143221434,gumbel_soft
17,0.064570256,val,0.07046663,0.9743155682680521,gumbel_soft
17,0.064570256,test,0.07768563,0.9708313077297035,gumbel_soft
18,0.06277526,train,0.06353242,0.9807665834136364,gumbel_soft
18,0.06277526,val,0.06474573,0.9816706555367463,gumbel_soft
18,0.06277526,test,0.07454381,0.9775293037325122,gumbel_soft
19,0.05565924,train,0.061041728,0.9807665834136364,gumbel_soft
19,0.05565924,val,0.07932563,0.9722141147627109,gumbel_soft
19,0.05565924,test,0.06380767,0.9794738832171987,gumbel_soft
20,0.051890478,train,0.062749736,0.9779936675254184,gumbel_soft
20,0.051890478,val,0.060348026,0.9805031813671122,gumbel_soft
20,0.051890478,test,0.08009766,0.9703991789553287,gumbel_soft
21,0.060035974,train,0.049371943,0.9843130313936033,gumbel_soft
21,0.060035974,val,0.046480432,0.9868075418831358,gumbel_soft
21,0.060035974,test,0.04412005,0.9867660562847729,gumbel_soft
