epoch,epoch_loss,split,loss,acc,sample_fn
0,1.37258,train,1.1558264,0.4270126040823107,gumbel_soft
0,1.37258,val,1.1658146,0.4256367354526864,gumbel_soft
0,1.37258,test,1.171631,0.4194465345706881,gumbel_soft
1,1.1005542,train,0.97765297,0.5491808384725596,gumbel_soft
1,1.1005542,val,0.97325844,0.5758505298382599,gumbel_soft
1,1.1005542,test,0.9622428,0.618510158013544,gumbel_soft
2,0.74928254,train,0.4558566,0.8573163894599141,gumbel_soft
2,0.74928254,val,0.4433129,0.8659602156534671,gumbel_soft
2,0.74928254,test,0.46343666,0.8637237689156425,gumbel_soft
3,0.29916975,train,0.14581522,0.9654477875371167,gumbel_soft
3,0.29916975,val,0.16186965,0.9573340769659788,gumbel_soft
3,0.29916975,test,0.164586,0.9679792659476633,gumbel_soft
4,0.09682445,train,0.082674906,0.9726634689258498,gumbel_soft
4,0.09682445,val,0.10935364,0.9602156534671872,gumbel_soft
4,0.09682445,test,0.08649692,0.9790151325140038,gumbel_soft
5,0.060080748,train,0.038168225,0.9885068211549243,gumbel_soft
5,0.060080748,val,0.04164327,0.9866146123814835,gumbel_soft
5,0.060080748,test,0.045017082,0.9864559819413092,gumbel_soft
6,0.028254652,train,0.039744016,0.9926597313067131,gumbel_soft
6,0.028254652,val,0.04390492,0.9911693623350065,gumbel_soft
6,0.028254652,test,0.033504155,0.9974082434579049,gumbel_soft
7,0.01940812,train,0.009209219,0.9981415727070745,gumbel_soft
7,0.01940812,val,0.013200293,0.9988845510317903,gumbel_soft
7,0.01940812,test,0.012526754,0.9981606889056099,gumbel_soft
8,0.020989392,train,0.014518515,0.9967607300816047,gumbel_soft
8,0.020989392,val,0.0195997,0.998047964305633,gumbel_soft
8,0.020989392,test,0.021834394,0.9959869576122398,gumbel_soft
9,0.009542832,train,0.005409005,0.9988371851574991,gumbel_soft
9,0.009542832,val,0.011415631,0.9981409183863171,gumbel_soft
9,0.009542832,test,0.010368719,0.9975754535573949,gumbel_soft
10,0.00730882,train,0.0072971983,0.998878714259017,gumbel_soft
10,0.00730882,val,0.011279912,0.9994422755158952,gumbel_soft
10,0.00730882,test,0.0115998,0.9994147646517849,gumbel_soft
11,0.0046866117,train,0.004173661,0.9983180713885255,gumbel_soft
11,0.0046866117,val,0.010008009,0.9968395612567392,gumbel_soft
11,0.0046866117,test,0.006785177,0.998578714154335,gumbel_soft
12,0.004274608,train,0.006142603,0.9990863597666064,gumbel_soft
12,0.004274608,val,0.008650835,0.999349321435211,gumbel_soft
12,0.004274608,test,0.006493894,0.9994983697015299,gumbel_soft
13,0.00610811,train,0.0043499274,0.9984115118669408,gumbel_soft
13,0.00610811,val,0.0086630685,0.9972113775794758,gumbel_soft
13,0.00610811,test,0.008040573,0.9967394030599448,gumbel_soft
14,0.008354899,train,0.008634533,0.9980066031271413,gumbel_soft
14,0.008354899,val,0.007917223,0.998047964305633,gumbel_soft
14,0.008354899,test,0.020641036,0.9931443859209096,gumbel_soft
15,0.010321403,train,0.0042811674,0.9986399219252892,gumbel_soft
15,0.010321403,val,0.006198944,0.9991634132738427,gumbel_soft
15,0.010321403,test,0.008345917,0.9976590586071399,gumbel_soft
16,0.006178932,train,0.00877105,0.9983180713885255,gumbel_soft
16,0.006178932,val,0.015674505,0.9989775051124744,gumbel_soft
16,0.006178932,test,0.020055994,0.9965721929604549,gumbel_soft
17,0.007927779,train,0.0021960682,0.9995120330571649,gumbel_soft
17,0.007927779,val,0.0072482005,0.9994422755158952,gumbel_soft
17,0.007927779,test,0.00848978,0.9978262687066298,gumbel_soft
18,0.0040134317,train,0.016773766,0.9971552565460247,gumbel_soft
18,0.0040134317,val,0.0102424,0.9994422755158952,gumbel_soft
18,0.0040134317,test,0.010011727,0.9994147646517849,gumbel_soft
19,0.00426925,train,0.0024750372,0.9995016507817853,gumbel_soft
19,0.00426925,val,0.011650245,0.9959100204498977,gumbel_soft
19,0.00426925,test,0.0067091687,0.9994983697015299,gumbel_soft
