epoch,epoch_loss,split,loss,acc,sample_fn
0,1.7193413,train,1.2282053,0.6012292210687218,gumbel_soft
0,1.7193413,val,1.240473,0.598875511131304,gumbel_soft
0,1.7193413,test,1.2293526,0.6003623188405797,gumbel_soft
1,1.1463679,train,1.0963032,0.6165912999172027,gumbel_soft
1,1.1463679,val,1.0999246,0.616026805997274,gumbel_soft
1,1.1463679,test,1.0998293,0.6157867494824016,gumbel_soft
2,1.0774482,train,1.0589837,0.6207821157888033,gumbel_soft
2,1.0774482,val,1.0635433,0.618866424352567,gumbel_soft
2,1.0774482,test,1.0585086,0.6221532091097308,gumbel_soft
3,1.0431575,train,1.0199763,0.6268390548372715,gumbel_soft
3,1.0431575,val,1.0234635,0.6289186733303044,gumbel_soft
3,1.0431575,test,1.0221142,0.6296066252587992,gumbel_soft
4,1.0043865,train,0.99386305,0.638245971594166,gumbel_soft
4,1.0043865,val,0.9944956,0.6383462062698774,gumbel_soft
4,1.0043865,test,0.99612015,0.6362836438923395,gumbel_soft
5,0.9771705,train,0.956373,0.6499840774472964,gumbel_soft
5,0.9771705,val,0.9509636,0.6549863698318946,gumbel_soft
5,0.9771705,test,0.96743786,0.6472049689440994,gumbel_soft
6,0.9384786,train,0.92704856,0.6557098273995287,gumbel_soft
6,0.9384786,val,0.92497826,0.6563493866424353,gumbel_soft
6,0.9384786,test,0.9281437,0.6537267080745341,gumbel_soft
7,0.92168355,train,0.89632756,0.6684924527100184,gumbel_soft
7,0.92168355,val,0.8955695,0.6657201272149024,gumbel_soft
7,0.92168355,test,0.9015278,0.670600414078675,gumbel_soft
8,0.8906111,train,0.8718078,0.672211961021591,gumbel_soft
8,0.8906111,val,0.8830352,0.6687869150386188,gumbel_soft
8,0.8906111,test,0.87738067,0.6681159420289855,gumbel_soft
9,0.8682963,train,0.8542781,0.6772371186548628,gumbel_soft
9,0.8682963,val,0.8646044,0.6768514311676511,gumbel_soft
9,0.8682963,test,0.875507,0.6713768115942029,gumbel_soft
10,0.8343521,train,0.81400657,0.6920641997325011,gumbel_soft
10,0.8343521,val,0.82363266,0.691560654248069,gumbel_soft
10,0.8343521,test,0.821621,0.6916149068322981,gumbel_soft
11,0.8099057,train,0.79896533,0.690815871600535,gumbel_soft
11,0.8099057,val,0.79800034,0.6931508405270331,gumbel_soft
11,0.8099057,test,0.8043412,0.6932194616977225,gumbel_soft
12,0.77715695,train,0.76029694,0.7058913445003503,gumbel_soft
12,0.77715695,val,0.76536256,0.7051908223534757,gumbel_soft
12,0.77715695,test,0.7507054,0.707712215320911,gumbel_soft
13,0.75151956,train,0.74285364,0.7086491306286223,gumbel_soft
13,0.75151956,val,0.73848563,0.704679691049523,gumbel_soft
13,0.75151956,test,0.732892,0.7093685300207039,gumbel_soft
14,0.7005652,train,0.68975973,0.7341252149544615,gumbel_soft
14,0.7005652,val,0.70415366,0.7280781462971376,gumbel_soft
14,0.7005652,test,0.6990333,0.7291925465838509,gumbel_soft
15,0.6732962,train,0.6470402,0.7414113750716514,gumbel_soft
15,0.6732962,val,0.6495907,0.7383007723761926,gumbel_soft
15,0.6732962,test,0.65612197,0.7373188405797102,gumbel_soft
16,0.64739907,train,0.6534403,0.7380103178141519,gumbel_soft
16,0.64739907,val,0.6478628,0.737732848705134,gumbel_soft
16,0.64739907,test,0.65604174,0.7374223602484472,gumbel_soft
17,0.63566333,train,0.6593827,0.7377428189287306,gumbel_soft
17,0.63566333,val,0.6718072,0.7338141753748296,gumbel_soft
17,0.63566333,test,0.65005237,0.739648033126294,gumbel_soft
18,0.63389105,train,0.6236813,0.7498503280045857,gumbel_soft
18,0.63389105,val,0.6301831,0.7473875511131304,gumbel_soft
