epoch,epoch_loss,split,loss,acc,sample_fn
0,2.512523,train,1.9945009,0.2536152153410877,gumbel_soft
0,2.512523,val,2.0070589,0.2538545900264499,gumbel_soft
0,2.512523,test,1.9993672,0.2523174971031286,gumbel_soft
1,1.953802,train,1.9264638,0.26677574233374296,gumbel_soft
1,1.953802,val,1.9409388,0.2638539449067802,gumbel_soft
1,1.953802,test,1.9334383,0.26436848203939745,gumbel_soft
2,1.9248512,train,1.9214113,0.26810465548283846,gumbel_soft
2,1.9248512,val,1.9361728,0.2627572414682924,gumbel_soft
2,1.9248512,test,1.9322959,0.26662804171494786,gumbel_soft
3,1.9156142,train,1.9033191,0.2730487839730216,gumbel_soft
3,1.9156142,val,1.9212499,0.26617637571769565,gumbel_soft
3,1.9156142,test,1.9053042,0.2727694090382387,gumbel_soft
4,1.8987678,train,1.8854064,0.27571375496556255,gumbel_soft
4,1.8987678,val,1.899936,0.2715308689761951,gumbel_soft
4,1.8987678,test,1.8901774,0.276071842410197,gumbel_soft
5,1.865606,train,1.8426056,0.2827941470663885,gumbel_soft
5,1.865606,val,1.8538517,0.27907876911167023,gumbel_soft
5,1.865606,test,1.8513613,0.2813441483198146,gumbel_soft
6,1.8184435,train,1.7879483,0.29140350375810925,gumbel_soft
6,1.8184435,val,1.8036323,0.2862395974453261,gumbel_soft
6,1.8184435,test,1.795337,0.29200463499420626,gumbel_soft
7,1.7579374,train,1.7238708,0.302356320196622,gumbel_soft
7,1.7579374,val,1.7353005,0.30223856525385456,gumbel_soft
7,1.7579374,test,1.732524,0.3052723059096176,gumbel_soft
8,1.7100848,train,1.6825234,0.31498099511302907,gumbel_soft
8,1.7100848,val,1.7009634,0.30733501064447455,gumbel_soft
8,1.7100848,test,1.6882617,0.31071842410196987,gumbel_soft
9,1.6683736,train,1.6528112,0.32089680203480897,gumbel_soft
9,1.6683736,val,1.665038,0.3135926714405522,gumbel_soft
9,1.6683736,test,1.6596757,0.32213209733487835,gumbel_soft
10,1.6310449,train,1.6222796,0.3271769883684376,gumbel_soft
10,1.6310449,val,1.6389428,0.32378556222179217,gumbel_soft
10,1.6310449,test,1.631161,0.3269409038238702,gumbel_soft
11,1.6144196,train,1.6004063,0.33307136120716757,gumbel_soft
11,1.6144196,val,1.6210333,0.32526933746209924,gumbel_soft
11,1.6144196,test,1.6037117,0.33783314020857474,gumbel_soft
12,1.5898784,train,1.5738674,0.3402089108627933,gumbel_soft
12,1.5898784,val,1.5956384,0.33688149151667635,gumbel_soft
12,1.5898784,test,1.5872209,0.33968713789107763,gumbel_soft
13,1.5687373,train,1.5643291,0.34248092366608557,gumbel_soft
13,1.5687373,val,1.578432,0.3415908651054771,gumbel_soft
13,1.5687373,test,1.5814377,0.3391077636152955,gumbel_soft
14,1.5568398,train,1.5520242,0.34689634477437054,gumbel_soft
14,1.5568398,val,1.5626525,0.346687310496097,gumbel_soft
14,1.5568398,test,1.5666802,0.3436268829663963,gumbel_soft
15,1.5505563,train,1.540088,0.34998999742791004,gumbel_soft
15,1.5505563,val,1.5592694,0.34591316689245855,gumbel_soft
15,1.5505563,test,1.546677,0.35098493626882965,gumbel_soft
16,1.5446076,train,1.5385919,0.3529193221114001,gumbel_soft
16,1.5446076,val,1.5609064,0.348751693439133,gumbel_soft
16,1.5446076,test,1.5522878,0.3458285052143685,gumbel_soft
17,1.532812,train,1.522541,0.355291360635592,gumbel_soft
